https://image1.ljcdn.com/110000-inspection/test-1a1bcdc7-4855-4cc9-845b-12c8ba18d5e0.jpeg.296x216.jpg,北京西城月坛99年南北通透大两居，双阳台，采光无遮挡,"[('2室1厅', '77.7平', '南 北')]",底层(共6层),月坛北街25号院 ,9367人关注,980,单价65930元/平米
https://image1.ljcdn.com/110000-inspection/test-dabcf77d-5c2c-4601-b528-e557a12deff9.jpeg.296x216.jpg,靠近地铁8号线，小区中间位置，中间楼层，已经满五年,"[('3室2厅', '124.08平', '南 北')]",低楼层(共6层),和谐家园一区 ,1926人关注,540,单价86103元/平米
https://image1.ljcdn.com/110000-inspection/f1bda623-9ec2-4eda-b813-5cb413bfcd91.jpg.296x216.jpg,新龙城 南北通透三居室 中高楼层 精装空闲,"[('3室1厅', '113.19平', '南 北')]",中楼层(共20层),新龙城 ,17559人关注,599,单价47197元/平米
https://image1.ljcdn.com/110000-inspection/test-e294f631-3512-4b03-91ae-940e5e530bfd.jpeg.296x216.jpg,朝阳区东坝金隅景和园南向精装修两居室,"[('2室1厅', '87平', '南')]",低楼层(共21层),金隅景和园 ,188人关注,418,单价64840元/平米
https://image1.ljcdn.com/110000-inspection/cbe9ebb0-0fce-480b-8843-960f0688fa38.JPG.296x216.jpg,曙光花园西南两居，满五年唯一住房，公房，大厅主卧南,"[('2室1厅', '98.28平', '南 西')]",中楼层(共17层),曙光花园 ,31人关注,938,单价43769元/平米
https://image1.ljcdn.com/110000-inspection/test-8564188b-aab3-48dc-ac27-9b0359962a04.png.296x216.jpg,房子满五年唯一 小区环境优雅 总价低三居室,"[('3室1厅', '91平', '东 南 北')]",底层(共18层),万寿路甲15号院五区 ,529人关注,868,单价86667元/平米
https://image1.ljcdn.com/110000-inspection/test-0cc0adaa-878b-4b45-8aa9-41d9520801ba.jpeg.296x216.jpg,地铁龙泽站1千米+精装修+中间层两居室+满五年,"[('2室1厅', '80.16平', '南 北')]",低楼层(共6层),龙华园 ,115人关注,399,单价79947元/平米
https://image1.ljcdn.com/110000-inspection/test-2bb1a55c-bd6a-43f3-a64c-ab7db1dadd7a.jpeg.296x216.jpg,龙禧一正规三居室！中间楼层和位置！业主诚心出售！,"[('3室1厅', '105平', '南 北')]",中楼层(共7层),龙禧苑一区 ,73人关注,480,单价85476元/平米
https://image1.ljcdn.com/110000-inspection/test-66c441a8-db83-415e-89b6-46404b194830.png.296x216.jpg,天乐园安静不临街，精装两居，业主诚意出售可随时签约,"[('2室1厅', '86.38平', '南')]",中楼层(共17层),天乐园 ,733人关注,616,单价34877元/平米
https://image1.ljcdn.com/110000-inspection/ba121aff-55a4-4ffe-9734-efe48db5fb3a.jpg.296x216.jpg,明源南里 已购公房 南北通透 无遮挡 采光好,"[('2室1厅', '55.67平', '南 北')]",高楼层(共6层),明源南里 ,1101人关注,192,单价65356元/平米
https://image1.ljcdn.com/110000-inspection/test-7264f49e-052f-472d-a2fd-844a64f395c5.jpeg.296x216.jpg,南北通透2居室 满五年唯一 双卫 层高3米,"[('2室2厅', '103.64平', '南 北')]",中楼层(共17层),优筑 ,58人关注,680,单价87092元/平米
https://image1.ljcdn.com/110000-inspection/test-9abcbf71-0f0e-4845-a182-f5fa8fdaf2e4.jpeg.296x216.jpg,马家堡，10年商品房，人车分流，全明格局，精装婚房,"[('3室1厅', '96.86平', '东南')]",顶层(共15层),上海建筑 ,133人关注,668,单价55688元/平米
https://image1.ljcdn.com/110000-inspection/test-9b1a3bf9-2f54-4fef-8d29-0ab93557518e.jpeg.296x216.jpg,炫彩嘉轩 1室0厅 350万,"[('1室0厅', '36.8平', '西')]",中楼层(共21层),炫彩嘉轩 ,20人关注,350,单价86128元/平米
https://image1.ljcdn.com/110000-inspection/test-c834b809-a3a7-46c3-a7a6-cecf4f67928f.png.296x216.jpg,溪城家园  南北通透一居室  顶层带露台,"[('1室1厅', '56.37平', '南 北')]",顶层(共15层),溪城家园 ,338人关注,329,单价78260元/平米
https://image1.ljcdn.com/110000-inspection/test-4bec015e-9ee9-48c7-bba4-d936919133f1.jpeg.296x216.jpg,全明格局的一居室，南北通透，业主诚售价位可谈！,"[('1室1厅', '58.57平', '南 北')]",底层(共6层),龙华园 ,97人关注,315,单价52217元/平米
https://image1.ljcdn.com/110000-inspection/test-0c2bf46b-c346-4865-93cf-467a14749ae9.jpeg.296x216.jpg,四环内两居室  格局方正 随时签约,"[('2室1厅', '65.5平', '东')]",低楼层(共24层),新华街三里 ,128人关注,350,单价52190元/平米
https://image1.ljcdn.com/110000-inspection/ed711dcd-bc76-4b90-ac45-d4c535a3294c.jpg.296x216.jpg,林大北门 三层带阁楼 760万四居室 随时可看,"[('4室1厅', '76.1平', '南 北')]",顶层(共3层),生态园 ,44人关注,760,单价53179元/平米
https://image1.ljcdn.com/110000-inspection/test-817f75ac-1995-4b45-899d-3f637b29f001.jpeg.296x216.jpg,满五年家庭名下一套住房，业主诚心出售看房随时,"[('2室1厅', '59.5平', '东南')]",低楼层(共16层),红莲中里 ,93人关注,517,单价81682元/平米
https://image1.ljcdn.com/110000-inspection/18e2ce1d-854a-4f97-b552-10a2bcf0156f.jpg.296x216.jpg,全天采光三居室 百万精装 高楼层大客厅 带有产权车位,"[('3室2厅', '242.89平', '东南')]",中楼层(共31层),嘉和丽园 ,586人关注,1480,单价90769元/平米
https://image1.ljcdn.com/110000-inspection/test-cb4bde53-784e-46c4-9263-c496d86eacc1.jpeg.296x216.jpg,满五年唯一 正规一室一厅 小区中间 无抵押 精装修,"[('1室1厅', '46.94平', '北')]",低楼层(共27层),万年花城二期 ,88人关注,330,单价38651元/平米
https://image1.ljcdn.com/110000-inspection/6ebd9d7f-616a-450a-ba20-6c8a14791270.jpg.296x216.jpg,南北通透三居室，双卧客厅朝南，正对景观湖。,"[('3室2厅', '160.33平', '南 北')]",低楼层(共20层),富力桃园C区 ,453人关注,1030,单价42485元/平米
https://image1.ljcdn.com/110000-inspection/17abde42-97ed-4865-86af-34ab62837110.jpg.296x216.jpg,住欣家园东南小两居室 总价合适 配套齐全,"[('2室1厅', '70.62平', '东 南')]",顶层(共28层),住欣家园 ,602人关注,265,单价28738元/平米
https://image1.ljcdn.com/110000-inspection/test-d5d067c6-bf47-4d40-8feb-0e0e3fd90612.jpeg.296x216.jpg,首城高楼层 南北小三居 无遮挡 视野无遮挡,"[('3室1厅', '90.23平', '南 北')]",高楼层(共28层),首城国际D区 ,318人关注,805,单价54633元/平米
https://image1.ljcdn.com/110000-inspection/test-36161a97-fcc9-401b-95c6-249294614f22.jpeg.296x216.jpg,此房满五唯一，税费少，户型无浪费面积，全明格局,"[('2室1厅', '86.19平', '南 西 北')]",低楼层(共21层),保利百合 ,67人关注,728,单价48143元/平米
https://image1.ljcdn.com/110000-inspection/d2424db7-dd46-46d1-b059-842d47d51176.jpg.296x216.jpg,慧忠里小区，三居室，中间楼层，诚意出售！,"[('3室1厅', '72.08平', '南 北')]",中楼层(共6层),慧忠里 ,61人关注,615,单价68257元/平米
https://image1.ljcdn.com/110000-inspection/test-955867dc-062b-4ad5-b015-a40829500951.jpeg.296x216.jpg,青秀城南北通透两居室，中间楼层  正对小区花园,"[('2室1厅', '88.3平', '南 北')]",中楼层(共20层),青秀城 ,91人关注,578,单价39331元/平米
https://image1.ljcdn.com/110000-inspection/test-39708f6a-289d-45cc-b419-32438e2d6c0f.jpeg.296x216.jpg,大井东里南北通透两居室，卧室面积大，采光好，随时签,"[('2室1厅', '62.81平', '南 北')]",顶层(共6层),大井东里 ,62人关注,288,单价38569元/平米
https://image1.ljcdn.com/110000-inspection/test-ea7ea695-9669-4c0c-bff6-9fd9a9ad7f56.png.296x216.jpg,本房是满五唯一的，南北通透的三居室，观景房,"[('3室2厅', '117.78平', '南 北')]",中楼层(共16层),碧桂园小区C区 ,116人关注,349,单价87887元/平米
https://image1.ljcdn.com/110000-inspection/4b6d76f6-8e5a-4018-8f07-ead545695557.jpg.296x216.jpg,南二环外，东城区，2002年社区，大两居,"[('2室1厅', '112.12平', '东北')]",高楼层(共11层),天天家园 ,444人关注,690,单价74102元/平米
https://image1.ljcdn.com/110000-inspection/rsp_pic_upload86c3fe18-f3d1-48d7-87bc-9d85c8b3b67a.jpg.296x216.jpg,满五年  南北通透  小区中间位置,"[('3室1厅', '119.8平', '南 北')]",底层(共6层),和谐家园一区 ,49人关注,520,单价47002元/平米
https://image1.ljcdn.com/110000-inspection/test-e75ed647-aa3f-44dd-98b2-c8155a6819ef.png.296x216.jpg,新街口平安里南北通透满五唯一 有钥匙随时看 独立管理,"[('2室1厅', '59.6平', '南 北')]",高楼层(共6层),大乘巷 ,13541人关注,715,单价59472元/平米
https://image1.ljcdn.com/110000-inspection/test-fb45b3dd-7aba-4eb5-8aa2-5cc6f6167859.jpeg.296x216.jpg,政馨园二区2居 全明户型 楼层高视野好,"[('2室1厅', '87.87平', '东北')]",高楼层(共17层),政馨园二区 ,155人关注,409,单价45437元/平米
https://image1.ljcdn.com/110000-inspection/test-5fb3ff9e-8d55-457b-9183-ecddb1766146.png.296x216.jpg,西城安德馨居2003年带电梯。空中花园，南北通透大两居,"[('2室1厅', '111.55平', '南 北')]",中楼层(共7层),安德馨居 ,109人关注,1380,单价115619元/平米
https://image1.ljcdn.com/110000-inspection/test-e4355aaf-4892-40b3-b99c-adc6f61ca12b.jpeg.296x216.jpg,潘家园小区两居室 满五年 无个税 有电梯,"[('2室1厅', '66.09平', '南 西 北')]",顶层(共18层),潘家园小区 ,150人关注,350,单价44053元/平米
https://image1.ljcdn.com/110000-inspection/test-e9bfb057-0914-4791-8f8b-5b10dbff1dc4.jpeg.296x216.jpg,柏林经典一改二，满五唯一，可直接入住,"[('2室1厅', '67.26平', '东')]",高楼层(共11层),柏林爱乐二期 ,85人关注,410,单价62131元/平米
https://image1.ljcdn.com/110000-inspection/32ffbdc3-1a36-43dd-81a1-636b9defd9ce.jpg.296x216.jpg,满五年唯一 西南大三居 观柳荫公园,"[('3室2厅', '176.81平', '西南')]",中楼层(共17层),泰利明苑 ,9人关注,1150,单价85717元/平米
https://image1.ljcdn.com/110000-inspection/test-93fcd292-fd86-4f1b-bb56-1ecac0a75de2.png.296x216.jpg,骑河楼 满五年唯一 总价低位置好 正对公园景观好,"[('1室1厅', '41.31平', '东')]",中楼层(共6层),骑河楼大街 ,221人关注,496,单价69955元/平米
https://image1.ljcdn.com/110000-inspection/8b4ae67f-4e07-40a3-87c1-78fb002fb38a.jpg.296x216.jpg,罗马嘉园南北三居 不临街 总价低 带车位 诚意出售。,"[('3室2厅', '144.19平', '东 南 北')]",低楼层(共22层),珠江罗马嘉园东区 ,246人关注,929,单价48175元/平米
